Equipo,Jugador,Valor_Millones,Estado
CA Huracán,Thaiel Peralta,1.0,Disponible
CA Huracán,Óscar Romero,0.7,Disponible
CA Huracán,Óscar Cortés,2.5,Disponible
CA Huracán,Alejandro Martínez,0.6,Disponible
CA Huracán,Juan Bisanz,1.5,Disponible
CA Huracán,Leonardo Sequeira,0.35,Disponible
CA Huracán,Jordy Caicedo,2.0,Disponible
CA Unión (Santa Fe),Matías Mansilla,2.5,Disponible
CA Unión (Santa Fe),Federico Gomes Gerth,0.1,Lesionado
CA Unión (Santa Fe),Lucas Meuli,0.0,Disponible
CA Unión (Santa Fe),Maizon Rodríguez,2.0,Disponible
CA Unión (Santa Fe),Juan Pablo Ludueña,1.3,Disponible
CA Unión (Santa Fe),Bruno Pittón,0.25,Disponible
CA Unión (Santa Fe),Lautaro Vargas,3.5,Disponible
CA Unión (Santa Fe),Juan Pintado,1.0,Disponible
CA Unión (Santa Fe),Lucas Menossi,0.125,Disponible
CA Unión (Santa Fe),Emilio Giaccone,0.025,Disponible
CA Unión (Santa Fe),Brahian Cuello,0.7,Disponible
CA Unión (Santa Fe),Augusto Solari,0.125,Disponible
CA Unión (Santa Fe),Julián Palacios,2.5,Disponible
CA Unión (Santa Fe),Mauro Luna Diale,0.45,Disponible
CA Unión (Santa Fe),Ignacio Malcorra,0.25,Disponible
CA Unión (Santa Fe),Santiago Grella,0.025,Disponible
CA Unión (Santa Fe),Franco Fragapane,0.45,Disponible
CA Unión (Santa Fe),José Vanetta,0.025,Disponible
CA Unión (Santa Fe),Misael Aguirre,0.2,Lesionado
CA Unión (Santa Fe),Marcelo Estigarribia,1.0,Disponible
CA Unión (Santa Fe),Eric Ramírez,0.6,Disponible
CA Unión (Santa Fe),Agustín Colazo,0.35,Disponible
CA Unión (Santa Fe),Cristian Tarragona,0.2,Disponible
CA Barracas Central,Juan Espínola,0.7,Disponible
CA Barracas Central,Marcelo Miño,0.35,Disponible
CA Barracas Central,Juan Pablo Insúa,0.0,Disponible
CA Barracas Central,Kevin Jappert,2.3,Disponible
CA Barracas Central,Nicolás Demartini,1.0,Disponible
CA Barracas Central,Nicolás Capraro,0.75,Disponible
CA Barracas Central,Yonatthan Rak,0.2,Disponible
CA Barracas Central,Fernando Tobio,0.125,Disponible
CA Barracas Central,Gastón Campi,0.125,Disponible
CA Barracas Central,Rodrigo Insúa,2.0,Disponible
CA Barracas Central,Elías Pereyra,0.4,Disponible
CA Barracas Central,Damián Martínez,0.1,Lesionado
CA Barracas Central,Rafael Barrios,0.075,Disponible
CA Barracas Central,Yeison Gordillo,0.1,Disponible
CA Barracas Central,Dardo Miloc,0.075,Disponible
CA Barracas Central,Carlos Arce,0.025,Disponible
CA Barracas Central,Iván Guaraz,0.25,Disponible
CA Barracas Central,Maximiliano Puig,0.025,Disponible
CA Barracas Central,Gonzalo Maroni,2.0,Disponible
CA Barracas Central,Tomás Porra,1.2,Disponible
CA Barracas Central,Iván Tapia,1.2,Disponible
CA Barracas Central,Rodrigo Bogarín,0.35,Disponible
CA Barracas Central,Manuel Duarte,0.2,Disponible
CA Barracas Central,Tomás Lavezzi,0.0,Disponible
CA Barracas Central,Norberto Briasco,0.2,Disponible
CA Barracas Central,Enzo Taborda,0.1,Disponible
CA Barracas Central,Gonzalo Morales,0.9,Disponible
CA Barracas Central,Jhonatan Candia,0.7,Disponible
CA Barracas Central,Juan Barbieri,0.175,Disponible
CA Barracas Central,Wilfredo Rivera,0.1,Disponible
CA Barracas Central,Lucas Gamba,0.05,Disponible
CA Banfield,Facundo Sanguinetti,2.5,Disponible
CA Banfield,Gino Santilli,0.8,Disponible
CA Banfield,Joaquín Molina,0.0,Disponible
CA Banfield,Danilo Arboleda,0.8,Disponible
CA Banfield,Nicolás Meriano,0.4,Disponible
CA Banfield,Brandon Oviedo,0.15,Disponible
CA Banfield,Santiago Daniele,0.05,Disponible
CA Banfield,Ignacio Abraham,1.5,Disponible
CA Banfield,Juan Luis Alfaro,0.2,Disponible
CA Banfield,Juan Iribarren,0.05,Disponible
CA Banfield,Lautaro Ríos,0.45,Disponible
CA Banfield,Ignacio Pais,0.8,Disponible
CA Banfield,Santiago Esquivel,0.35,Disponible
CA Banfield,Lautaro Villegas,0.325,Disponible
CA Banfield,Lucas Palavecino,0.025,Disponible
CA Banfield,Santiago López García,1.8,Disponible
CA Banfield,Tomás Adoryán,0.35,Disponible
CA Banfield,Neyder Moreno,0.45,Disponible
CA Banfield,Lautaro Gómez,0.4,Disponible
CA Banfield,Favio Álvarez,0.05,Disponible
CA Banfield,Lisandro Piñero,0.4,Disponible
CA Banfield,David Zalazar,0.3,Disponible
CA Banfield,Federico Medina,0.2,Disponible
CA Banfield,Thomas Rodríguez,0.1,Disponible
CA Banfield,Tiziano Perrotta,2.0,Disponible
CA Banfield,Bruno Sepúlveda,0.225,Disponible
CA Banfield,Federico Anselmo,0.1,Disponible
CA Sarmiento (Junín),Iván Arboleda,0.3,Disponible
CA Sarmiento (Junín),Thyago Ayala,0.0,Disponible
CA Sarmiento (Junín),Renzo Orihuela,0.55,Disponible
CA Sarmiento (Junín),Lucas Suárez,0.4,Disponible
CA Sarmiento (Junín),Gastón Arturia,0.2,Disponible
CA Sarmiento (Junín),Agustín Seyral,0.15,Disponible
CA Sarmiento (Junín),Juan Manuel Insaurralde,0.075,Disponible
CA Sarmiento (Junín),Joel Godoy,0.6,Lesionado
CA Sarmiento (Junín),Gabriel Díaz,0.45,Disponible
CA Sarmiento (Junín),Nicolás Pasquini,0.15,Disponible
CA Sarmiento (Junín),Thiago Santamaría,0.8,Disponible
CA Sarmiento (Junín),Juan Manuel Cabrera,0.15,Disponible
CA Sarmiento (Junín),Jeremías Vallejos,0.05,Disponible
CA Sarmiento (Junín),Manuel García,0.7,Disponible
CA Sarmiento (Junín),Carlos Villalba,0.45,Disponible
CA Sarmiento (Junín),Elián Giménez,0.4,Disponible
CA Sarmiento (Junín),Mauricio Martínez,0.375,Disponible
CA Sarmiento (Junín),Cristian Zabala,0.9,Disponible
CA Sarmiento (Junín),Santiago Salle,0.9,Disponible
CA Sarmiento (Junín),Osmar Giménez,0.7,Disponible
CA Sarmiento (Junín),Julián Mavilla,0.25,Disponible
CA Sarmiento (Junín),Jonatan Gómez,0.075,Disponible
CA Sarmiento (Junín),Gastón González,0.9,Disponible
CA Sarmiento (Junín),Yair Arismendi,0.175,Disponible
CA Sarmiento (Junín),Jhon Rentería,0.5,Disponible
CA Sarmiento (Junín),Julián Contrera,0.5,Disponible
CA Sarmiento (Junín),Junior Marabel,2.2,Disponible
CA Sarmiento (Junín),Jonathan Herrera,0.3,Disponible
CA Sarmiento (Junín),Pablo Magnin,0.1,Disponible
CA Sarmiento (Junín),Diego Churín,0.075,Disponible
CA Sarmiento (Junín),Alexis González,0.05,Disponible
CA Sarmiento (Junín),Brandon Márquez,0.025,Disponible
CA Gimnasia y Esgrima (Mendoza),Lautaro Petruchi,0.15,Disponible
CA Gimnasia y Esgrima (Mendoza),César Rigamonti,0.05,Disponible
CA Gimnasia y Esgrima (Mendoza),Imanol González,0.7,Lesionado
CA Gimnasia y Esgrima (Mendoza),Germán Guiffrey,0.4,Disponible
CA Gimnasia y Esgrima (Mendoza),Diego Mondino,0.3,Disponible
CA Gimnasia y Esgrima (Mendoza),Ezequiel Muñoz,0.075,Disponible
CA Gimnasia y Esgrima (Mendoza),Lautaro Carrera,0.075,Disponible
CA Gimnasia y Esgrima (Mendoza),Gerónimo Patritti,0.0,Disponible
CA Gimnasia y Esgrima (Mendoza),Franco Saavedra,0.35,Lesionado
CA Gimnasia y Esgrima (Mendoza),Matías Recalde,0.15,Disponible
CA Gimnasia y Esgrima (Mendoza),Luciano Paredes,0.45,Disponible
CA Gimnasia y Esgrima (Mendoza),Juan Franco,0.125,Disponible
CA Gimnasia y Esgrima (Mendoza),Ismael Cortéz,0.125,Disponible
CA Gimnasia y Esgrima (Mendoza),Fermín Antonini,0.175,Disponible
CA Gimnasia y Esgrima (Mendoza),Tomás O'Connor,0.7,Disponible
CA Gimnasia y Esgrima (Mendoza),Julián Ceballos,0.45,Disponible
CA Gimnasia y Esgrima (Mendoza),Nahuel Barboza,0.15,Disponible
CA Gimnasia y Esgrima (Mendoza),Tomás Ortiz,0.125,Disponible
CA Gimnasia y Esgrima (Mendoza),Esteban Fernández,0.15,Disponible
CA Gimnasia y Esgrima (Mendoza),Facundo Lencioni,2.0,Disponible
CA Gimnasia y Esgrima (Mendoza),Blas Armoa,0.35,Disponible
CA Gimnasia y Esgrima (Mendoza),Brian Andrada,0.15,Disponible
CA Gimnasia y Esgrima (Mendoza),Ulises Sánchez,1.8,Disponible
CA Gimnasia y Esgrima (Mendoza),Ignacio Sabatini,0.175,Disponible
CA Gimnasia y Esgrima (Mendoza),Luciano Cingolani,0.075,Disponible
CA Gimnasia y Esgrima (Mendoza),Nicolás Romano,0.1,Disponible
CA Gimnasia y Esgrima (Mendoza),Agustín Módica,1.5,Disponible
CA Gimnasia y Esgrima (Mendoza),Santiago Rodríguez,0.8,Disponible
CA Gimnasia y Esgrima (Mendoza),Nicolás Ferreyra,0.35,Disponible
CA Gimnasia y Esgrima (Mendoza),Valentino Simoni,0.35,Disponible
Club Atlético Tucumán,Luis Ingolotti,1.0,Disponible
Club Atlético Tucumán,Tomás Durso,0.65,Disponible
Club Atlético Tucumán,Patricio Albornoz,0.0,Disponible
Club Atlético Tucumán,Clever Ferreira,1.0,Disponible
Club Atlético Tucumán,Gianluca Ferrari,0.35,Disponible
Club Atlético Tucumán,Gastón Suso,0.275,Lesionado
Club Atlético Tucumán,Luciano Vallejo,0.05,Disponible
Club Atlético Tucumán,Juan Infante,0.4,Disponible
Club Atlético Tucumán,Ignacio Galván,0.275,Disponible
Club Atlético Tucumán,Ramiro Paunero,0.0,Disponible
Club Atlético Tucumán,Maximiliano Villa,0.375,Disponible
Club Atlético Tucumán,Leonel Di Plácido,0.2,Disponible
Club Atlético Tucumán,Moisés Brandán,0.075,Disponible
Club Atlético Tucumán,Kevin Ortiz,1.3,Disponible
Club Atlético Tucumán,Julián Fernández,0.4,Disponible
Club Atlético Tucumán,Leonel Vega,0.025,Disponible
Club Atlético Tucumán,Ezequiel Ham,0.6,Disponible
Club Atlético Tucumán,Ezequiel Godoy,0.0,Disponible
Club Atlético Tucumán,Renzo Tesuri,1.0,Disponible
Club Atlético Tucumán,Gabriel Compagnucci,0.125,Disponible
Club Atlético Tucumán,Martín Benítez,0.4,Disponible
Club Atlético Tucumán,Lautaro Godoy,0.3,Disponible
Club Atlético Tucumán,Franco Nicola,0.5,Disponible
Club Atlético Tucumán,Nicolás Laméndola,0.8,Disponible
Club Atlético Tucumán,Lucas Román,0.2,Disponible
Club Atlético Tucumán,Facundo Pimienta,0.0,Disponible
Club Atlético Tucumán,Leandro Díaz,0.4,Disponible
Club Atlético Tucumán,Ramiro Ruiz Rodríguez,0.4,Disponible
Club Atlético Tucumán,Gabriel Abeldaño,0.225,Disponible
Club Atlético Tucumán,Alexis Canelo,0.15,Disponible
Club Atlético Tucumán,Manuel Brondo,0.025,Disponible
Club Deportivo Riestra,Ignacio Arce,0.8,Disponible
Club Deportivo Riestra,Marino Arzamendia,0.2,Disponible
Club Deportivo Riestra,Iván López,0.0,Disponible
Club Deportivo Riestra,Facundo Miño,0.8,Disponible
Club Deportivo Riestra,Cristian Paz,0.5,Disponible
Club Deportivo Riestra,Juan Randazzo,0.3,Disponible
Club Deportivo Riestra,Ignacio Gariglio,0.275,Disponible
Club Deportivo Riestra,Carlos Quintana,0.075,Disponible
Club Deportivo Riestra,Eric Tovo,0.05,Disponible
Club Deportivo Riestra,Yeison Murillo,0.025,Disponible
Club Deportivo Riestra,Pedro Ramírez,0.8,Disponible
Club Deportivo Riestra,Rodrigo Gallo,0.25,Disponible
Club Deportivo Riestra,Nicolás Sansotre,0.3,Disponible
Club Deportivo Riestra,Mariano Bracamonte,0.1,Disponible
Club Deportivo Riestra,Nicolás Watson,0.6,Disponible
Club Deportivo Riestra,Yonatan Goitía,0.325,Disponible
Club Deportivo Riestra,Matías García,0.3,Disponible
Club Deportivo Riestra,Pablo Monje,0.6,Disponible
Club Deportivo Riestra,Milton Céliz,0.2,Disponible
Club Deportivo Riestra,Braian Sánchez,0.1,Disponible
Club Deportivo Riestra,Mauro Smarra,0.1,Disponible
Club Deportivo Riestra,Thiago Lauro,0.01,Disponible
Club Deportivo Riestra,Ángel Almada,0.2,Disponible
Club Deportivo Riestra,Ángel Stringa,0.1,Disponible
Club Deportivo Riestra,Gabriel Obredor,0.175,Disponible
Club Deportivo Riestra,Antony Alonso,1.0,Disponible
Club Deportivo Riestra,Alexander Díaz,0.8,Disponible
Club Deportivo Riestra,Nicolás Benegas,0.45,Disponible
Club Deportivo Riestra,Agustín Graneros,0.45,Disponible
Club Deportivo Riestra,Gonzalo Flores,0.2,Disponible
Club Deportivo Riestra,Tomás González,0.15,Disponible
CA Central Córdoba (SdE),Alan Aguerre,0.175,Disponible
CA Central Córdoba (SdE),Javier Vallejos,0.0,Disponible
CA Central Córdoba (SdE),Alejandro Maciel,0.35,Disponible
CA Central Córdoba (SdE),Facundo Mansilla,0.35,Disponible
CA Central Córdoba (SdE),Agustín Quiroga,0.3,Disponible
CA Central Córdoba (SdE),Felipe Aguilar,0.2,Disponible
CA Central Córdoba (SdE),Yuri Casermeiro,0.175,Disponible
CA Central Córdoba (SdE),Juan Pablo Pignani,0.125,Disponible
CA Central Córdoba (SdE),Lucas Bernabéu,0.0,Disponible
CA Central Córdoba (SdE),Leonardo Marchi,0.025,Disponible
CA Central Córdoba (SdE),Santiago Moyano,0.6,Disponible
CA Central Córdoba (SdE),Fernando Martínez,0.225,Disponible
CA Central Córdoba (SdE),José Gómez,0.15,Disponible
CA Central Córdoba (SdE),Matías Vera,0.35,Disponible
CA Central Córdoba (SdE),Tiago Cravero,0.25,Disponible
CA Central Córdoba (SdE),Lucas González,1.3,Disponible
CA Central Córdoba (SdE),Fernando Juárez,0.6,Lesionado
CA Central Córdoba (SdE),Juan Cardozo,0.2,Disponible
CA Central Córdoba (SdE),Marco Iacobellis,0.175,Disponible
CA Central Córdoba (SdE),Horacio Tijanovich,0.25,Disponible
CA Central Córdoba (SdE),Joaquín Flores,0.05,Disponible
CA Central Córdoba (SdE),Diego Barrera,0.8,Disponible
CA Central Córdoba (SdE),Ezequiel Naya,0.4,Disponible
CA Central Córdoba (SdE),Michael Santos,0.35,Disponible
CA Central Córdoba (SdE),Lucas Varaldo,0.25,Disponible
CA Central Córdoba (SdE),Alan Daian Laprida,0.1,Disponible
CA Central Córdoba (SdE),Bautista Gerez,0.025,Disponible
CA Aldosivi,Lucas Acosta,0.6,Disponible
CA Aldosivi,Ignacio Chicco,0.25,Disponible
CA Aldosivi,Sebastián Moyano,0.075,Lesionado
CA Aldosivi,Nicolás Zalazar,0.8,Disponible
CA Aldosivi,Santiago Moya,0.3,Disponible
CA Aldosivi,Joaquín Pombo,0.3,Disponible
CA Aldosivi,Néstor Breitenbruch,0.25,Disponible
CA Aldosivi,Leonardo Sigali,0.05,Disponible
CA Aldosivi,Federico Laurelli,0.025,Disponible
CA Aldosivi,Lucas Rodríguez,0.175,Disponible
CA Aldosivi,Guillermo Enrique,0.7,Disponible
CA Aldosivi,Rodrigo González,0.375,Disponible
CA Aldosivi,Elías López,0.225,Disponible
CA Aldosivi,Nicolás Linares,0.4,Disponible
CA Aldosivi,Esteban Rolón,0.275,Disponible
CA Aldosivi,Franco Leys,0.125,Disponible
CA Aldosivi,Roberto Bochi,0.025,Disponible
CA Aldosivi,Federico Gino,0.15,Disponible
CA Aldosivi,Matías Morello,0.075,Disponible
CA Aldosivi,Martín García,0.075,Disponible
CA Aldosivi,Lucas Castro,0.125,Disponible
CA Aldosivi,Lautaro Chávez,0.05,Disponible
CA Aldosivi,Nico Gaitán,0.0,Disponible
CA Aldosivi,Matías Godoy,0.45,Disponible
CA Aldosivi,Alan Sosa,0.275,Disponible
CA Aldosivi,Agustín Palavecino,0.25,Disponible
CA Aldosivi,Tomás Fernández,0.325,Disponible
CA Aldosivi,Natanael Guzmán,0.175,Disponible
CA Aldosivi,Nicolás Cordero,0.3,Disponible
CA Aldosivi,Bautista Dadín,0.25,Disponible
CA Aldosivi,Andrés Chávez,0.05,Disponible
AA Estudiantes (Río Cuarto),Lucas Bruera,0.45,Disponible
AA Estudiantes (Río Cuarto),Agustín Lastra,0.2,Disponible
AA Estudiantes (Río Cuarto),Francisco Gualtieri,0.0,Disponible
AA Estudiantes (Río Cuarto),Juan Antonini,0.25,Disponible
AA Estudiantes (Río Cuarto),Matías Valenti,0.2,Disponible
AA Estudiantes (Río Cuarto),Gonzalo Maffini,0.15,Disponible
AA Estudiantes (Río Cuarto),Sergio Ojeda,0.05,Disponible
AA Estudiantes (Río Cuarto),Lucas Baños,0.0,Disponible
AA Estudiantes (Río Cuarto),Facundo Cobos,0.15,Disponible
AA Estudiantes (Río Cuarto),Fernando Rodríguez,0.0,Disponible
AA Estudiantes (Río Cuarto),Valentín Fenoglio,0.2,Lesionado
AA Estudiantes (Río Cuarto),Raúl Lozano,0.2,Disponible
AA Estudiantes (Río Cuarto),Matías Ruiz Díaz,0.175,Lesionado
AA Estudiantes (Río Cuarto),Gonzalo González,0.0,Disponible
AA Estudiantes (Río Cuarto),Siro Rosané,0.6,Disponible
AA Estudiantes (Río Cuarto),Alejandro Cabrera,0.25,Disponible
AA Estudiantes (Río Cuarto),Francisco Romero,0.35,Disponible
AA Estudiantes (Río Cuarto),Nicolás Talpone,0.275,Disponible
AA Estudiantes (Río Cuarto),Gabriel Alanís,0.35,Disponible
AA Estudiantes (Río Cuarto),Tomás González,0.45,Disponible
AA Estudiantes (Río Cuarto),Ezequiel Forclaz,0.2,Disponible
AA Estudiantes (Río Cuarto),Francesco Lo Celso,0.025,Disponible
AA Estudiantes (Río Cuarto),Mauro Valiente,0.175,Disponible
AA Estudiantes (Río Cuarto),Ibrahim Hesar,0.1,Disponible
AA Estudiantes (Río Cuarto),Juan Garro,0.1,Disponible
AA Estudiantes (Río Cuarto),Mateo Bajamich,0.6,Disponible
AA Estudiantes (Río Cuarto),Martín Garnerone,0.35,Disponible
AA Estudiantes (Río Cuarto),Lucas González,0.2,Lesionado
AA Estudiantes (Río Cuarto),Yeison Moreno,0.2,Disponible
AA Estudiantes (Río Cuarto),Javier Ferreira,0.05,Disponible
AA Estudiantes (Río Cuarto),Mauro Molina,0.025,Disponible
AA Estudiantes (Río Cuarto),Ramón Ábila,0.025,Disponible
